step,train/ep_return_mean,train/ep_length_mean,train/n_episodes,loss/policy,loss/value,loss/entropy,loss/message_grounding,loss/message_grounding_acc,loss/approx_kl,loss/clip_frac,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean
512,0.0,500.0,1.0,-0.014656994142569602,0.12509249825961888,3.6817012280225754,0.0,0.0,0.008121549501083791,0.1435546875,0.5009660720825195,1022.0252997805068,1.0,,
1024,0.0,500.0,1.0,-0.01074588019400835,0.008311342011438683,3.6854528337717056,0.0,0.0,0.0029265715274959803,0.01416015625,1.005763053894043,1018.132447831871,2.0,,
1536,0.0,500.0,1.0,-0.011182593472767621,0.03463997773360461,3.642916113138199,0.0,0.0,0.005431058583781123,0.1171875,1.6290340423583984,942.890056352837,3.0,,
2048,0.0,500.0,1.0,-0.011770226177759469,0.003265063263825141,3.654985100030899,0.0,0.0,0.007398733985610306,0.0546875,2.169909954071045,943.8179663435686,4.0,,
2560,0.0,500.0,1.0,-0.006979878875426948,0.002747475962678436,3.669548735022545,0.0,0.0,0.00134252046700567,0.00390625,2.686366081237793,952.9602156160461,5.0,,
3072,1.5,500.0,1.0,-0.006877969775814563,0.012677120044827461,3.641871616244316,0.0,0.0,0.003873504465445876,0.07080078125,3.1368372440338135,979.3303767490225,6.0,,
3584,0.0,500.0,1.0,-0.0062817095895297825,0.0044575862266356125,3.630654886364937,0.0,0.0,0.008557574590668082,0.03076171875,3.600257158279419,995.4844452591302,7.0,,
4096,0.0,500.0,1.0,-0.008899148495402187,0.0015920186415314674,3.6100987643003464,0.0,0.0,0.008786134771071374,0.025390625,4.086788177490234,1002.2540494172181,8.0,,
4608,0.0,500.0,1.0,-0.00962965824874118,0.00492118060356006,3.6374312043190002,0.0,0.0,-0.0014584847958758473,0.01171875,4.70313286781311,979.772447326723,9.0,,
5120,0.0,500.0,1.0,-0.01558141820714809,0.00404244200035464,3.613508701324463,0.0,0.0,0.013544369488954544,0.06201171875,5.308635234832764,964.4663408789083,10.0,,
5632,0.5,500.0,1.0,-0.008858480083290488,0.0013168848636269104,3.5760949552059174,0.0,0.0,0.0053408939857035875,0.03125,5.752862930297852,978.9908204380607,11.0,,
