step,train/ep_return_mean,train/ep_length_mean,train/n_episodes,loss/policy,loss/value,loss/entropy,loss/message_grounding,loss/message_grounding_acc,loss/approx_kl,loss/clip_frac,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean
512,0.0,500.0,1.0,0.0034533956204541028,0.035722740256460384,3.6636626422405243,1.7956720367074013,0.7474751434347127,0.029009198769927025,0.232421875,0.377061128616333,1357.8700140182573,1.0,,
1024,0.0,500.0,1.0,0.006289899931289256,0.0032163445866899565,3.5996852219104767,1.4098565503954887,0.8963540978729725,0.011071032611653209,0.28076171875,0.7101881504058838,1441.8714243750305,2.0,,
1536,0.0,500.0,1.0,0.0037283318815752864,0.0032924752376857214,3.431495785713196,1.3141148537397385,0.7220077775418758,0.025807562575209886,0.24853515625,1.0573952198028564,1452.626199961804,3.0,,
2048,0.5,500.0,1.0,-0.008476189614157192,0.0031330812271335162,3.4912164956331253,1.7353885546326637,0.48534533381462097,0.004271710640750825,0.07666015625,1.4044642448425293,1458.2072897339049,4.0,,
2560,0.0,500.0,1.0,-0.001826522871851921,0.0011444588017184287,2.899440973997116,0.8287975154817104,0.8131755664944649,0.009516366757452488,0.23681640625,1.8162262439727783,1409.51602725457,5.0,,
3072,0.0,500.0,1.0,-0.009199094725772738,0.0011436801032687072,3.305979311466217,1.513823576271534,0.5448976345360279,0.0090910968137905,0.1064453125,2.1606831550598145,1421.7725504112414,6.0,,
3584,0.5,500.0,1.0,-0.002886772621423006,0.0017845367328845896,2.8024071902036667,1.05788903683424,0.6911279149353504,0.01096789020812139,0.154296875,2.5152482986450195,1424.9090246600003,7.0,,
4096,0.0,500.0,1.0,-0.01063392314244993,0.0022936464665690437,2.9208063036203384,0.8973444066941738,0.8190434984862804,0.009792952507268637,0.171875,2.877242088317871,1423.5854593641977,8.0,,
4608,0.5,500.0,1.0,-0.004241090849973261,0.0015254480567818973,2.6282398998737335,0.87204609811306,0.757133387029171,0.0021853632642887533,0.07861328125,3.2354862689971924,1424.2063222936208,9.0,,
5120,0.0,500.0,1.0,-0.010712901595979929,0.0027248809710727073,3.1908922344446182,1.0946822501718998,0.9042980000376701,0.009772486635483801,0.2294921875,3.642768144607544,1405.524534296598,10.0,,
5632,0.0,500.0,1.0,-0.005213859520154074,0.0008319905246025883,2.3736048340797424,1.0545048750936985,0.675433062016964,0.026423770643305033,0.1806640625,4.014955997467041,1402.7550995709844,11.0,,
6144,0.0,500.0,1.0,-0.0058368621685076505,0.0007416690878017107,2.4209145605564117,0.7448739446699619,0.8139430359005928,0.013567319605499506,0.0947265625,4.372984170913696,1404.9902217497086,12.0,,
6656,0.0,500.0,1.0,-0.010481466306373477,0.0021589507305179723,2.3739273101091385,0.6208828445523977,0.8603195957839489,0.013012886687647551,0.212890625,4.7280802726745605,1407.7595167890122,13.0,,
7168,0.0,500.0,1.0,-0.008018814376555383,0.0010105460187332937,2.5189683586359024,0.7750421278178692,0.8092940002679825,0.0032479040091857314,0.10302734375,5.083751201629639,1409.9824550230228,14.0,,
7680,0.0,500.0,1.0,0.0003245682455599308,0.0005244684198260074,2.4533898681402206,1.1214045286178589,0.6946223862469196,0.008521810290403664,0.11376953125,5.447245121002197,1409.886984962229,15.0,,
8192,0.0,500.0,1.0,-0.0074075666489079595,0.0010543325224716682,2.5822770446538925,0.6568349152803421,0.8526567369699478,0.006830029422417283,0.119140625,5.808732271194458,1410.2905104826716,16.0,,
8704,0.0,500.0,1.0,-0.013271892443299294,0.0006819154377808445,2.259290263056755,0.5451738461852074,0.8583866842091084,0.004250714817317203,0.150390625,6.170546293258667,1410.572028202614,17.0,,
9216,0.0,500.0,1.0,-0.008958874735981226,0.00261183459952008,2.6273493468761444,0.6385543495416641,0.8727596886456013,0.006776985363103449,0.18798828125,6.582220077514648,1400.1355001001166,18.0,,
9728,0.0,500.0,1.0,-0.0025028946110978723,0.00547209259821102,2.215797856450081,0.5404898729175329,0.8898363448679447,0.012003286101389676,0.3076171875,7.021918296813965,1385.3764155037034,19.0,,
10240,1.0,500.0,1.0,0.0009609301341697574,0.0031037145236041397,2.3936143815517426,1.1504472456872463,0.5930519960820675,0.015897878183750436,0.09326171875,7.384096145629883,1386.7641750656676,20.0,,
10752,0.0,500.0,1.0,-0.011377724353224039,0.0008223004551837221,2.208948001265526,0.5360697526484728,0.8776764124631882,0.0019572434248402715,0.111328125,7.737644195556641,1389.5702268365299,21.0,,
11264,0.0,500.0,1.0,-0.008257632202003151,0.00037607546073559206,2.185154050588608,0.6154774241149426,0.8479749001562595,0.00375345628708601,0.14111328125,8.115401983261108,1387.9780722178907,22.0,,
11776,0.0,500.0,1.0,0.012854604749009013,0.0005299000167724444,2.408782258629799,1.1438208669424057,0.48317782394587994,0.013364789949264377,0.13232421875,8.484084129333496,1388.0107528972742,23.0,,
12288,0.0,500.0,1.0,-0.0017168100457638502,0.000516606178280199,2.5919783115386963,1.1930524483323097,0.5382387079298496,0.007169122225604951,0.10107421875,8.852871179580688,1388.024263624495,24.0,,
12800,0.0,500.0,1.0,0.001649067795369774,0.00044661241008725483,2.2939804941415787,0.8939543291926384,0.6503737606108189,0.007743714057141915,0.11474609375,9.230514287948608,1386.7049658014964,25.0,0.0,500.0
13312,0.0,500.0,1.0,-0.010661032749339938,0.0006422004344130983,2.131934180855751,0.6090599503368139,0.7852326147258282,0.004932693118462339,0.06494140625,18.128040313720703,734.3319945027068,26.0,,
13824,0.0,500.0,1.0,-0.004376146476715803,0.0003424580518185394,2.513852521777153,0.9073342606425285,0.6725351586937904,0.012052958481945097,0.12841796875,18.489680290222168,747.6603047220074,27.0,,
14336,0.0,500.0,1.0,-0.012196252937428653,0.0007451317578670569,2.319607675075531,0.5455474052578211,0.8382720835506916,0.018959005479700863,0.27392578125,18.848319053649902,760.5983302380426,28.0,,
14848,0.0,500.0,1.0,-0.00222685222979635,0.003294054651632905,2.1289693117141724,0.3150788974016905,0.9599707163870335,0.00799519318388775,0.18701171875,19.22296714782715,772.409372903617,29.0,,
15360,0.5,500.0,1.0,-0.0024548275396227837,0.0007827396930224495,2.2467595785856247,0.4406203683465719,0.9312613010406494,0.01099757049814798,0.1259765625,19.593858242034912,783.9191143604392,30.0,,
15872,0.0,500.0,1.0,-0.008890967583283782,0.0005662164185196161,2.3988597989082336,0.8915045447647572,0.7390265427529812,0.0059638893289957196,0.22412109375,19.950122117996216,795.5841024994277,31.0,,
16384,0.0,500.0,1.0,-0.004159398842602968,0.0005825679836561903,2.4197053611278534,0.9753106832504272,0.6910619735717773,0.010156201373320073,0.1123046875,20.304123163223267,806.9296993664931,32.0,,
16896,0.0,500.0,1.0,-0.014781335194129497,0.00035514842875272734,2.354119747877121,0.8085206784307957,0.677743710577488,0.008364210254512727,0.12060546875,20.654348134994507,818.0359839763345,33.0,,
17408,0.0,500.0,1.0,-0.005841199774295092,0.0030593137780670077,2.2205836176872253,1.0008343495428562,0.7236947752535343,-0.003887111379299313,0.052734375,21.014540195465088,828.3788195259502,34.0,,
17920,1.0,500.0,1.0,-0.006930599454790354,0.0006987808592384681,2.0507739931344986,0.317029588855803,0.9313697554171085,0.022610312735196203,0.2392578125,21.38792324066162,837.8560086624688,35.0,,
18432,0.0,500.0,1.0,0.00033793714828789234,0.001150614883954404,2.203908309340477,0.7344311960041523,0.8046713434159756,0.0009507200156804174,0.02783203125,21.742225170135498,847.751315965473,36.0,,
18944,0.0,500.0,1.0,-0.008497980772517622,0.00031400379430124303,2.2675970941781998,0.5274179745465517,0.8604235462844372,0.015175773587543517,0.2109375,22.08658218383789,857.7153242778545,37.0,,
19456,0.0,500.0,1.0,-0.013980018673464656,0.0006269954847084591,2.181457281112671,0.465608024969697,0.8744395971298218,0.013588867062935606,0.12451171875,22.44220209121704,866.9380981830781,38.0,,
