step,train/ep_return_mean,train/ep_length_mean,train/n_episodes,loss/policy,loss/value,loss/entropy,loss/message_grounding,loss/message_grounding_acc,loss/approx_kl,loss/clip_frac,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean
512,0.0,500.0,1.0,0.014691474265418947,0.07643690227996558,3.6346157044172287,1.6246475875377655,0.8441230310709216,0.03992541099432856,0.38037109375,0.5219268798828125,980.98032451396,1.0,,
1024,0.0,500.0,1.0,0.015755627653561532,0.018661002919543535,3.570939391851425,1.511214666068554,0.6931771896779537,0.017221622867509723,0.23095703125,1.005289077758789,1018.6124793904311,2.0,,
1536,0.0,500.0,1.0,0.0018065497279167175,0.02607004903256893,3.0959090292453766,0.6668058075010777,0.9612061604857445,0.025363492139149457,0.34716796875,1.5256078243255615,1006.8118264135363,3.0,,
2048,0.0,500.0,1.0,-0.007374922977760434,0.009156070576864295,3.015603229403496,0.7381273359060287,0.8797212354838848,0.00922560301842168,0.18896484375,2.007056951522827,1020.3995449387263,4.0,,
2560,0.0,500.0,1.0,-0.001363155257422477,0.00408986046386417,3.059890389442444,1.2662378698587418,0.6359607502818108,0.007525591820012778,0.17919921875,2.5630228519439697,998.8205911072245,5.0,,
3072,0.0,500.0,1.0,-0.007728243537712842,0.0016817041905596852,3.0274204909801483,0.8042775541543961,0.9128682166337967,0.01240525342291221,0.27197265625,2.9943790435791016,1025.922221365843,6.0,,
3584,0.0,500.0,1.0,-0.002233745181001723,0.0016255606060440186,3.2514835745096207,1.0669204741716385,0.847985003143549,0.03813270141836256,0.28564453125,3.5421478748321533,1011.8154652619719,7.0,,
4096,2.5,500.0,1.0,-0.008829735335893929,0.015743084659334272,2.9761904180049896,1.2269636765122414,0.6152313239872456,0.02667693019611761,0.2783203125,4.039484977722168,1013.9906504392301,8.0,,
4608,0.0,500.0,1.0,-0.004243874456733465,0.0012538472692540381,2.6098948419094086,0.7291708551347256,0.8353432193398476,0.013442923547700047,0.109375,4.505827188491821,1022.6757057547912,9.0,,
5120,0.0,500.0,1.0,-0.008941330714151263,0.0009559346890455345,2.3461017459630966,0.42197662591934204,0.9389391131699085,0.019555501581635326,0.31298828125,4.991202116012573,1025.804982646209,10.0,,
5632,0.0,500.0,1.0,-0.004952896968461573,0.0027348937437636778,2.7680917382240295,0.683144822716713,0.8774389214813709,0.01807589182863012,0.236328125,5.460532903671265,1031.4011652989864,11.0,,
6144,0.0,500.0,1.0,-0.0020697471918538213,0.0009660989162512124,2.50147707760334,0.6831389516592026,0.894386313855648,0.0033802209654822946,0.1318359375,5.938814878463745,1034.5498429796708,12.0,,
6656,0.0,500.0,1.0,-0.00450269557768479,0.0003798122097578016,1.9477497190237045,0.35759732499718666,0.9355134516954422,0.001903326134197414,0.0625,6.401005029678345,1039.8367083199228,13.0,,
7168,0.0,500.0,1.0,0.0010947543778456748,0.0007994045372470282,2.290213719010353,1.3236791491508484,0.678802877664566,0.009149831254035234,0.13525390625,6.835416078567505,1048.655987815477,14.0,,
7680,1.0,500.0,1.0,0.01426175539381802,0.004344679138739593,2.6311734169721603,1.7553344294428825,0.3238149546086788,0.0690855584689416,0.40576171875,7.31200098991394,1050.3280853754904,15.0,,
