step,train/ep_return,train/ep_length,train/ep_deliveries,train/ep_return_mean,train/ep_length_mean,train/n_episodes,train/epsilon,hrl/q_table_size,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean,eval/ep_deliveries_mean
500,0.0,500.0,0.0,0.0,500.0,1.0,0.49775,5.0,0.05365490913391113,9318.811793196915,1.0,,,
1000,0.0,500.0,0.0,0.0,500.0,1.0,0.4955,10.0,0.10731077194213867,9318.728976613775,2.0,,,
1500,0.0,500.0,0.0,0.0,500.0,1.0,0.49325,13.0,0.16085290908813477,9325.289847124355,3.0,,,
2000,1.0,500.0,1.0,1.0,500.0,1.0,0.491,15.0,0.22136497497558594,9034.85296271724,4.0,,,
2500,0.0,500.0,0.0,0.0,500.0,1.0,0.48875,17.0,0.2764925956726074,9041.833449168487,5.0,,,
3000,0.0,500.0,0.0,0.0,500.0,1.0,0.4865,18.0,0.3301565647125244,9086.59805874881,6.0,,,
3500,0.0,500.0,0.0,0.0,500.0,1.0,0.48425,20.0,0.38316893577575684,9134.352170052522,7.0,,,
4000,0.0,500.0,0.0,0.0,500.0,1.0,0.482,20.0,0.43607592582702637,9172.714573531945,8.0,,,
4500,0.0,500.0,0.0,0.0,500.0,1.0,0.47975,20.0,0.489163875579834,9199.371058759996,9.0,,,
5000,0.0,500.0,0.0,0.0,500.0,1.0,0.4775,21.0,0.5391807556152344,9273.328003509194,10.0,,,
5500,0.0,500.0,0.0,0.0,500.0,1.0,0.47525,21.0,0.5942068099975586,9256.036631459336,11.0,,,
6000,0.0,500.0,0.0,0.0,500.0,1.0,0.473,22.0,0.6453797817230225,9296.851512734589,12.0,,,
6500,0.0,500.0,0.0,0.0,500.0,1.0,0.47075,24.0,0.6988708972930908,9300.716377196697,13.0,,,
7000,0.0,500.0,0.0,0.0,500.0,1.0,0.46849999999999997,24.0,0.7518017292022705,9310.965548626275,14.0,,,
7500,0.0,500.0,0.0,0.0,500.0,1.0,0.46625,24.0,0.8043887615203857,9323.849808423667,15.0,,,
8000,0.0,500.0,0.0,0.0,500.0,1.0,0.46399999999999997,24.0,0.8574609756469727,9329.870661418532,16.0,,,
8500,0.0,500.0,0.0,0.0,500.0,1.0,0.46175,25.0,0.9082238674163818,9358.92603679299,17.0,,,
9000,1.0,500.0,1.0,1.0,500.0,1.0,0.4595,27.0,0.9674899578094482,9302.42213611957,18.0,,,
9500,0.0,500.0,0.0,0.0,500.0,1.0,0.45725,27.0,1.022660732269287,9289.493279867578,19.0,,,
10000,0.0,500.0,0.0,0.0,500.0,1.0,0.455,27.0,1.076671838760376,9287.8810794508,20.0,,,
10500,0.0,500.0,0.0,0.0,500.0,1.0,0.45275,27.0,1.1296968460083008,9294.528914638438,21.0,,,
11000,0.0,500.0,0.0,0.0,500.0,1.0,0.4505,28.0,1.1812677383422852,9312.02947727726,22.0,,,
11500,1.0,500.0,1.0,1.0,500.0,1.0,0.44825,30.0,1.24019193649292,9272.758241373755,23.0,,,
12000,0.0,500.0,0.0,0.0,500.0,1.0,0.446,30.0,1.2945866584777832,9269.367887747265,24.0,,,
12500,0.0,500.0,0.0,0.0,500.0,1.0,0.44375,30.0,1.3488287925720215,9267.299207162021,25.0,,,
13000,0.0,500.0,0.0,0.0,500.0,1.0,0.4415,30.0,1.4024207592010498,9269.685944613382,26.0,,,
13500,0.0,500.0,0.0,0.0,500.0,1.0,0.43925,30.0,1.4562127590179443,9270.623345660197,27.0,,,
14000,0.0,500.0,0.0,0.0,500.0,1.0,0.437,30.0,1.5093896389007568,9275.272361214682,28.0,,,
14500,0.0,500.0,0.0,0.0,500.0,1.0,0.43474999999999997,30.0,1.5632917881011963,9275.299793912418,29.0,,,
15000,0.0,500.0,0.0,0.0,500.0,1.0,0.4325,31.0,1.6150238513946533,9287.78852835316,30.0,,,
15500,0.0,500.0,0.0,0.0,500.0,1.0,0.43025,32.0,1.6646838188171387,9311.077469962862,31.0,,,
16000,1.0,500.0,1.0,1.0,500.0,1.0,0.428,33.0,1.725881814956665,9270.623203363286,32.0,,,
16500,0.0,500.0,0.0,0.0,500.0,1.0,0.42574999999999996,33.0,1.7798688411712646,9270.34600433927,33.0,,,
17000,0.0,500.0,0.0,0.0,500.0,1.0,0.4235,33.0,1.8337616920471191,9270.561204178093,34.0,,,
17500,0.0,500.0,0.0,0.0,500.0,1.0,0.42125,33.0,1.8875489234924316,9271.28286964911,35.0,,,
18000,0.0,500.0,0.0,0.0,500.0,1.0,0.419,34.0,1.9366977214813232,9294.171103909974,36.0,,,
18500,0.0,500.0,0.0,0.0,500.0,1.0,0.41675,34.0,1.989513874053955,9298.75395254383,37.0,,,
