step,train/ep_return,train/ep_length,train/ep_deliveries,train/ep_return_mean,train/ep_length_mean,train/n_episodes,train/epsilon,hrl/q_table_size,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean,eval/ep_deliveries_mean
500,0.0,500.0,0.0,0.0,500.0,1.0,0.4985,17.0,0.0774679183959961,6454.284694266967,1.0,,,
1000,0.0,500.0,0.0,0.0,500.0,1.0,0.497,26.0,0.16070103645324707,6222.73522355863,2.0,,,
1500,0.0,500.0,0.0,0.0,500.0,1.0,0.4955,40.0,0.24696874618530273,6073.643014223902,3.0,,,
2000,0.0,500.0,0.0,0.0,500.0,1.0,0.494,53.0,0.3303499221801758,6054.18638152178,4.0,,,
2500,0.0,500.0,0.0,0.0,500.0,1.0,0.4925,60.0,0.4131128787994385,6051.614772372471,5.0,,,
3000,0.0,500.0,0.0,0.0,500.0,1.0,0.491,76.0,0.4914119243621826,6104.857963904284,6.0,,,
3500,0.0,500.0,0.0,0.0,500.0,1.0,0.4895,89.0,0.5774199962615967,6061.445780645161,7.0,,,
4000,0.0,500.0,0.0,0.0,500.0,1.0,0.488,100.0,0.6649589538574219,6015.408886211743,8.0,,,
4500,0.0,500.0,0.0,0.0,500.0,1.0,0.4865,105.0,0.7545721530914307,5963.644406388185,9.0,,,
5000,0.0,500.0,0.0,0.0,500.0,1.0,0.485,113.0,0.8400390148162842,5952.104499686238,10.0,,,
5500,1.0,500.0,1.0,1.0,500.0,1.0,0.4835,125.0,0.9327690601348877,5896.421992389676,11.0,,,
6000,0.0,500.0,0.0,0.0,500.0,1.0,0.482,133.0,1.018326997756958,5892.017017339265,12.0,,,
6500,0.0,500.0,0.0,0.0,500.0,1.0,0.4805,147.0,1.105767011642456,5878.272666450047,13.0,,,
7000,0.0,500.0,0.0,0.0,500.0,1.0,0.479,161.0,1.1925618648529053,5869.716453547175,14.0,,,
7500,0.0,500.0,0.0,0.0,500.0,1.0,0.4775,167.0,1.2809967994689941,5854.815564807766,15.0,,,
8000,0.0,500.0,0.0,0.0,500.0,1.0,0.476,183.0,1.367305040359497,5850.925553449733,16.0,,,
8500,0.0,500.0,0.0,0.0,500.0,1.0,0.4745,189.0,1.4550719261169434,5841.635624627438,17.0,,,
9000,1.0,500.0,1.0,1.0,500.0,1.0,0.473,203.0,1.5567708015441895,5781.197843043263,18.0,,,
9500,0.0,500.0,0.0,0.0,500.0,1.0,0.4715,209.0,1.6439039707183838,5778.9263662697485,19.0,,,
10000,0.0,500.0,0.0,0.0,500.0,1.0,0.47,214.0,1.7314698696136475,5775.439801462648,20.0,,,
10500,0.0,500.0,0.0,0.0,500.0,1.0,0.46849999999999997,219.0,1.8171110153198242,5778.403141842122,21.0,,,
11000,0.0,500.0,0.0,0.0,500.0,1.0,0.46699999999999997,224.0,1.9026198387145996,5781.501788308664,22.0,,,
11500,0.0,500.0,0.0,0.0,500.0,1.0,0.4655,230.0,1.989682912826538,5779.815429817976,23.0,,,
12000,0.0,500.0,0.0,0.0,500.0,1.0,0.46399999999999997,238.0,2.0752158164978027,5782.531100910538,24.0,,,
12500,0.0,500.0,0.0,0.0,500.0,1.0,0.4625,254.0,2.15763783454895,5793.372641063786,25.0,,,
13000,0.0,500.0,0.0,0.0,500.0,1.0,0.461,262.0,2.243011951446533,5795.778302302943,26.0,,,
13500,0.0,500.0,0.0,0.0,500.0,1.0,0.4595,268.0,2.327781915664673,5799.512363745304,27.0,,,
14000,0.0,500.0,0.0,0.0,500.0,1.0,0.458,270.0,2.4150729179382324,5796.926418251551,28.0,,,
14500,0.0,500.0,0.0,0.0,500.0,1.0,0.4565,274.0,2.5019278526306152,5795.530828258772,29.0,,,
15000,0.0,500.0,0.0,0.0,500.0,1.0,0.455,278.0,2.585272789001465,5802.095648789773,30.0,,,
15500,0.0,500.0,0.0,0.0,500.0,1.0,0.4535,280.0,2.67067289352417,5803.780776591659,31.0,,,
16000,0.0,500.0,0.0,0.0,500.0,1.0,0.452,283.0,2.7572169303894043,5802.952906480342,32.0,,,
16500,1.0,500.0,1.0,1.0,500.0,1.0,0.4505,295.0,2.8482789993286133,5792.9718275103405,33.0,,,
17000,0.0,500.0,0.0,0.0,500.0,1.0,0.449,302.0,2.9358339309692383,5790.518264903222,34.0,,,
17500,0.0,500.0,0.0,0.0,500.0,1.0,0.4475,305.0,3.0236639976501465,5787.680117103025,35.0,,,
18000,0.0,500.0,0.0,0.0,500.0,1.0,0.446,306.0,3.1085147857666016,5790.546688862205,36.0,,,
18500,0.0,500.0,0.0,0.0,500.0,1.0,0.4445,311.0,3.196025848388672,5788.438791672187,37.0,,,
19000,0.0,500.0,0.0,0.0,500.0,1.0,0.443,312.0,3.283935070037842,5785.741677219293,38.0,,,
19500,0.0,500.0,0.0,0.0,500.0,1.0,0.4415,314.0,3.371340036392212,5784.050196511067,39.0,,,
20000,0.0,500.0,0.0,0.0,500.0,1.0,0.44,319.0,3.452556848526001,5792.808309163278,40.0,,,
20500,0.0,500.0,0.0,0.0,500.0,1.0,0.4385,321.0,3.5401809215545654,5790.664503948016,41.0,,,
21000,0.0,500.0,0.0,0.0,500.0,1.0,0.437,326.0,3.6261038780212402,5791.3398806047635,42.0,,,
21500,0.0,500.0,0.0,0.0,500.0,1.0,0.4355,331.0,3.7127580642700195,5790.843256636277,43.0,,,
22000,0.0,500.0,0.0,0.0,500.0,1.0,0.434,333.0,3.8003458976745605,5788.946741258959,44.0,,,
22500,0.0,500.0,0.0,0.0,500.0,1.0,0.4325,339.0,3.8860549926757812,5789.933503876487,45.0,,,
23000,0.0,500.0,0.0,0.0,500.0,1.0,0.431,341.0,3.971745014190674,5790.9054880973345,46.0,,,
23500,0.0,500.0,0.0,0.0,500.0,1.0,0.4295,345.0,4.0585081577301025,5790.30498072065,47.0,,,
24000,0.0,500.0,0.0,0.0,500.0,1.0,0.428,348.0,4.143135070800781,5792.714837887557,48.0,,,
24500,0.0,500.0,0.0,0.0,500.0,1.0,0.4265,351.0,4.229167938232422,5793.101706488336,49.0,,,
25000,0.0,500.0,0.0,0.0,500.0,1.0,0.425,356.0,4.314647912979126,5794.21554301016,50.0,0.0,500.0,0.0
25500,0.0,500.0,0.0,0.0,500.0,1.0,0.4085,380.0,5.250623941421509,4856.565673811397,51.0,,,
26000,0.0,500.0,0.0,0.0,500.0,1.0,0.40700000000000003,381.0,5.334717035293579,4873.735537984195,52.0,,,
26500,0.0,500.0,0.0,0.0,500.0,1.0,0.40549999999999997,384.0,5.420813798904419,4888.564887684543,53.0,,,
27000,0.0,500.0,0.0,0.0,500.0,1.0,0.404,385.0,5.50619912147522,4903.564038339057,54.0,,,
27500,0.0,500.0,0.0,0.0,500.0,1.0,0.40249999999999997,385.0,5.592548847198486,4917.257005949222,55.0,,,
28000,0.0,500.0,0.0,0.0,500.0,1.0,0.401,389.0,5.680518865585327,4929.127191115287,56.0,,,
28500,1.0,500.0,1.0,1.0,500.0,1.0,0.39949999999999997,396.0,5.775954008102417,4934.249815705016,57.0,,,
29000,0.0,500.0,0.0,0.0,500.0,1.0,0.398,396.0,5.864236116409302,4945.230619014848,58.0,,,
29500,0.0,500.0,0.0,0.0,500.0,1.0,0.39649999999999996,399.0,5.950340986251831,4957.699074415951,59.0,,,
30000,1.0,500.0,1.0,1.0,500.0,1.0,0.395,411.0,6.049976825714111,4958.696680042066,60.0,,,
30500,0.0,500.0,0.0,0.0,500.0,1.0,0.3935,415.0,6.1346046924591064,4971.795499307686,61.0,,,
31000,0.0,500.0,0.0,0.0,500.0,1.0,0.392,419.0,6.219768762588501,4984.1081209422055,62.0,,,
31500,0.0,500.0,0.0,0.0,500.0,1.0,0.39049999999999996,426.0,6.303526878356934,4997.2024563193,63.0,,,
32000,0.0,500.0,0.0,0.0,500.0,1.0,0.389,430.0,6.388756990432739,5008.799058708993,64.0,,,
32500,0.0,500.0,0.0,0.0,500.0,1.0,0.3875,430.0,6.4766058921813965,5018.060468869076,65.0,,,
33000,0.0,500.0,0.0,0.0,500.0,1.0,0.386,436.0,6.560593843460083,5030.032461603456,66.0,,,
33500,1.0,500.0,1.0,1.0,500.0,1.0,0.3845,440.0,6.6570141315460205,5032.286147816842,67.0,,,
34000,0.0,500.0,0.0,0.0,500.0,1.0,0.383,443.0,6.743159055709839,5042.147118153791,68.0,,,
34500,0.0,500.0,0.0,0.0,500.0,1.0,0.3815,444.0,6.827701091766357,5052.945279283556,69.0,,,
35000,1.0,500.0,1.0,1.0,500.0,1.0,0.38,450.0,6.927689075469971,5052.189787779357,70.0,,,
35500,0.0,500.0,0.0,0.0,500.0,1.0,0.3785,455.0,7.016615867614746,5059.419051832461,71.0,,,
36000,0.0,500.0,0.0,0.0,500.0,1.0,0.377,458.0,7.101773738861084,5069.156146584493,72.0,,,
36500,0.0,500.0,0.0,0.0,500.0,1.0,0.3755,460.0,7.186170816421509,5079.200165488951,73.0,,,
37000,0.0,500.0,0.0,0.0,500.0,1.0,0.374,461.0,7.272136926651001,5087.912999052868,74.0,,,
37500,0.0,500.0,0.0,0.0,500.0,1.0,0.3725,463.0,7.358216047286987,5096.343972371734,75.0,,,
38000,0.0,500.0,0.0,0.0,500.0,1.0,0.371,466.0,7.451629877090454,5099.555483402161,76.0,,,
38500,0.0,500.0,0.0,0.0,500.0,1.0,0.3695,468.0,7.5388078689575195,5106.908236583545,77.0,,,
39000,0.0,500.0,0.0,0.0,500.0,1.0,0.368,471.0,7.62552285194397,5114.403399900343,78.0,,,
39500,0.0,500.0,0.0,0.0,500.0,1.0,0.3665,475.0,7.712098121643066,5121.8228006135,79.0,,,
40000,0.0,500.0,0.0,0.0,500.0,1.0,0.365,477.0,7.797019004821777,5130.1657691565815,80.0,,,
40500,0.0,500.0,0.0,0.0,500.0,1.0,0.3635,478.0,7.883893013000488,5137.056011949397,81.0,,,
41000,0.0,500.0,0.0,0.0,500.0,1.0,0.362,486.0,7.968683958053589,5145.140680170049,82.0,,,
41500,0.0,500.0,0.0,0.0,500.0,1.0,0.3605,488.0,8.05443787574768,5152.439020599885,83.0,,,
42000,0.0,500.0,0.0,0.0,500.0,1.0,0.359,489.0,8.140744924545288,5159.233017283853,84.0,,,
42500,0.0,500.0,0.0,0.0,500.0,1.0,0.35750000000000004,496.0,8.224627017974854,5167.407580564639,85.0,,,
43000,0.0,500.0,0.0,0.0,500.0,1.0,0.356,497.0,8.310444116592407,5174.212039299725,86.0,,,
43500,0.0,500.0,0.0,0.0,500.0,1.0,0.35450000000000004,497.0,8.393512964248657,5182.573754908579,87.0,,,
44000,0.0,500.0,0.0,0.0,500.0,1.0,0.353,499.0,8.479037046432495,5189.268517055571,88.0,,,
44500,1.0,500.0,1.0,1.0,500.0,1.0,0.3515,508.0,8.577037811279297,5188.271403150391,89.0,,,
45000,0.0,500.0,0.0,0.0,500.0,1.0,0.35,513.0,8.662468910217285,5194.823839070061,90.0,,,
45500,0.0,500.0,0.0,0.0,500.0,1.0,0.34850000000000003,514.0,8.772056818008423,5186.924907576027,91.0,,,
46000,0.0,500.0,0.0,0.0,500.0,1.0,0.347,516.0,8.858402013778687,5192.810162425446,92.0,,,
46500,0.0,500.0,0.0,0.0,500.0,1.0,0.34550000000000003,518.0,8.944631814956665,5198.648861347825,93.0,,,
47000,0.0,500.0,0.0,0.0,500.0,1.0,0.344,518.0,9.028282880783081,5205.862578812261,94.0,,,
47500,0.0,500.0,0.0,0.0,500.0,1.0,0.3425,519.0,9.11355710029602,5212.015404880399,95.0,,,
48000,0.0,500.0,0.0,0.0,500.0,1.0,0.34099999999999997,520.0,9.197921991348267,5218.570025398093,96.0,,,
48500,0.0,500.0,0.0,0.0,500.0,1.0,0.3395,521.0,9.285169839859009,5223.383183773454,97.0,,,
49000,0.0,500.0,0.0,0.0,500.0,1.0,0.33799999999999997,523.0,9.372561931610107,5228.026270463098,98.0,,,
49500,0.0,500.0,0.0,0.0,500.0,1.0,0.3365,523.0,9.457119941711426,5234.151655587667,99.0,,,
50000,0.0,500.0,0.0,0.0,500.0,1.0,0.335,524.0,9.541079044342041,5240.49740785352,100.0,0.0,500.0,0.0
50500,0.0,500.0,0.0,0.0,500.0,1.0,0.3185,547.0,10.469902753829956,4823.349479681345,101.0,,,
51000,0.0,500.0,0.0,0.0,500.0,1.0,0.317,550.0,10.553096055984497,4832.704992870665,102.0,,,
51500,0.0,500.0,0.0,0.0,500.0,1.0,0.3155,554.0,10.635807037353516,4842.133729873933,103.0,,,
52000,0.0,500.0,0.0,0.0,500.0,1.0,0.314,559.0,10.720787048339844,4850.390159372899,104.0,,,
52500,0.0,500.0,0.0,0.0,500.0,1.0,0.3125,559.0,10.806720972061157,4858.087863629436,105.0,,,
53000,1.0,500.0,1.0,1.0,500.0,1.0,0.311,564.0,10.900460004806519,4862.180126034116,106.0,,,
53500,0.0,500.0,0.0,0.0,500.0,1.0,0.3095,564.0,10.986690759658813,4869.528156416538,107.0,,,
54000,1.0,500.0,1.0,1.0,500.0,1.0,0.308,566.0,11.085517883300781,4871.220322628821,108.0,,,
54500,0.0,500.0,0.0,0.0,500.0,1.0,0.3065,569.0,11.172284841537476,4878.142723086889,109.0,,,
55000,0.0,500.0,0.0,0.0,500.0,1.0,0.305,572.0,11.257409811019897,4885.670942365481,110.0,,,
55500,0.0,500.0,0.0,0.0,500.0,1.0,0.3035,575.0,11.346263885498047,4891.477984302479,111.0,,,
56000,0.0,500.0,0.0,0.0,500.0,1.0,0.302,576.0,11.433762073516846,4897.775521296577,112.0,,,
56500,0.0,500.0,0.0,0.0,500.0,1.0,0.3005,577.0,11.521107912063599,4904.042252814906,113.0,,,
57000,1.0,500.0,1.0,1.0,500.0,1.0,0.299,581.0,11.619893074035645,4905.380767002499,114.0,,,
57500,0.0,500.0,0.0,0.0,500.0,1.0,0.2975,584.0,11.705738067626953,4912.1208477251275,115.0,,,
58000,1.0,500.0,1.0,1.0,500.0,1.0,0.29600000000000004,585.0,11.80377197265625,4913.683535598497,116.0,,,
58500,0.0,500.0,0.0,0.0,500.0,1.0,0.2945,587.0,11.888762950897217,4920.612871298367,117.0,,,
59000,0.0,500.0,0.0,0.0,500.0,1.0,0.293,588.0,11.975745916366577,4926.624229674749,118.0,,,
59500,0.0,500.0,0.0,0.0,500.0,1.0,0.2915,591.0,12.065420866012573,4931.448364773353,119.0,,,
60000,0.0,500.0,0.0,0.0,500.0,1.0,0.29,597.0,12.150757789611816,4937.96362653994,120.0,,,
60500,0.0,500.0,0.0,0.0,500.0,1.0,0.2885,598.0,12.237569093704224,4943.792311752913,121.0,,,
61000,0.0,500.0,0.0,0.0,500.0,1.0,0.28700000000000003,600.0,12.325831890106201,4948.956025350628,122.0,,,
61500,0.0,500.0,0.0,0.0,500.0,1.0,0.2855,600.0,12.414516925811768,4953.877816391845,123.0,,,
62000,0.0,500.0,0.0,0.0,500.0,1.0,0.28400000000000003,600.0,12.500749826431274,4959.7024867187365,124.0,,,
62500,0.0,500.0,0.0,0.0,500.0,1.0,0.2825,601.0,12.585104942321777,4966.18822699063,125.0,,,
63000,1.0,500.0,1.0,1.0,500.0,1.0,0.28099999999999997,603.0,12.68436574935913,4966.744198714314,126.0,,,
63500,0.0,500.0,0.0,0.0,500.0,1.0,0.27949999999999997,607.0,12.77168893814087,4971.934433069858,127.0,,,
64000,0.0,500.0,0.0,0.0,500.0,1.0,0.278,609.0,12.858738899230957,4977.159930032302,128.0,,,
64500,1.0,500.0,1.0,1.0,500.0,1.0,0.27649999999999997,611.0,12.958364963531494,4977.479811806602,129.0,,,
65000,0.0,500.0,0.0,0.0,500.0,1.0,0.275,611.0,13.041878938674927,4983.944438193358,130.0,,,
65500,0.0,500.0,0.0,0.0,500.0,1.0,0.2735,612.0,13.12748908996582,4989.529951319163,131.0,,,
66000,0.0,500.0,0.0,0.0,500.0,1.0,0.27199999999999996,616.0,13.214370012283325,4994.56273274096,132.0,,,
66500,0.0,500.0,0.0,0.0,500.0,1.0,0.27049999999999996,616.0,13.299152851104736,5000.31849731511,133.0,,,
67000,0.0,500.0,0.0,0.0,500.0,1.0,0.269,616.0,13.385722875595093,5005.332967273264,134.0,,,
67500,0.0,500.0,0.0,0.0,500.0,1.0,0.26749999999999996,617.0,13.47114610671997,5010.709516863467,135.0,,,
68000,0.0,500.0,0.0,0.0,500.0,1.0,0.266,618.0,13.55670690536499,5015.96740821249,136.0,,,
68500,0.0,500.0,0.0,0.0,500.0,1.0,0.2645,618.0,13.64202094078064,5021.250172342882,137.0,,,
69000,0.0,500.0,0.0,0.0,500.0,1.0,0.263,620.0,13.724332809448242,5027.5668010978525,138.0,,,
69500,0.0,500.0,0.0,0.0,500.0,1.0,0.26149999999999995,622.0,13.808441877365112,5033.152952175209,139.0,,,
70000,0.0,500.0,0.0,0.0,500.0,1.0,0.26,623.0,13.895218849182129,5037.704030413324,140.0,,,
70500,0.0,500.0,0.0,0.0,500.0,1.0,0.2585,624.0,13.980715036392212,5042.660537496575,141.0,,,
71000,0.0,500.0,0.0,0.0,500.0,1.0,0.257,626.0,14.066625118255615,5047.408273350262,142.0,,,
71500,0.0,500.0,0.0,0.0,500.0,1.0,0.2555,626.0,14.150661945343018,5052.767162141885,143.0,,,
72000,0.0,500.0,0.0,0.0,500.0,1.0,0.254,626.0,14.237622022628784,5057.024261886268,144.0,,,
72500,0.0,500.0,0.0,0.0,500.0,1.0,0.25249999999999995,628.0,14.322849035263062,5061.8420833385835,145.0,,,
73000,0.0,500.0,0.0,0.0,500.0,1.0,0.251,631.0,14.409343957901001,5066.1570862129565,146.0,,,
73500,0.0,500.0,0.0,0.0,500.0,1.0,0.2495,631.0,14.49353814125061,5071.225485708617,147.0,,,
74000,0.0,500.0,0.0,0.0,500.0,1.0,0.24799999999999994,631.0,14.582363843917847,5074.6230715443735,148.0,,,
74500,0.0,500.0,0.0,0.0,500.0,1.0,0.2465,631.0,14.671142816543579,5077.995690696418,149.0,,,
75000,1.0,500.0,1.0,1.0,500.0,1.0,0.245,633.0,14.766509771347046,5079.060736852664,150.0,0.0,500.0,0.0
75500,0.0,500.0,0.0,0.0,500.0,1.0,0.22849999999999998,638.0,15.699865818023682,4808.958297804359,151.0,,,
76000,0.0,500.0,0.0,0.0,500.0,1.0,0.22699999999999998,638.0,15.788089752197266,4813.755254300027,152.0,,,
76500,0.0,500.0,0.0,0.0,500.0,1.0,0.22549999999999998,638.0,15.874644041061401,4819.005692481977,153.0,,,
77000,0.0,500.0,0.0,0.0,500.0,1.0,0.22400000000000003,638.0,15.963311910629272,4823.560451057093,154.0,,,
