step,train/ep_return,train/ep_length,train/ep_deliveries,train/ep_return_mean,train/ep_length_mean,train/n_episodes,train/epsilon,hrl/q_table_size,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean,eval/ep_deliveries_mean
500,0.0,500.0,0.0,0.0,500.0,1.0,0.4985,12.0,0.07793116569519043,6415.918401062206,1.0,,,
1000,0.0,500.0,0.0,0.0,500.0,1.0,0.497,23.0,0.15915918350219727,6283.017906950965,2.0,,,
1500,0.0,500.0,0.0,0.0,500.0,1.0,0.4955,34.0,0.24022698402404785,6244.094542892163,3.0,,,
2000,0.0,500.0,0.0,0.0,500.0,1.0,0.494,43.0,0.323667049407959,6179.189397432743,4.0,,,
2500,0.0,500.0,0.0,0.0,500.0,1.0,0.4925,49.0,0.4047281742095947,6176.985343020218,5.0,,,
3000,0.0,500.0,0.0,0.0,500.0,1.0,0.491,55.0,0.48944807052612305,6129.353001177849,6.0,,,
3500,0.0,500.0,0.0,0.0,500.0,1.0,0.4895,62.0,0.5787289142608643,6047.736537356352,7.0,,,
4000,0.0,500.0,0.0,0.0,500.0,1.0,0.488,69.0,0.6737291812896729,5937.103677687047,8.0,,,
4500,0.0,500.0,0.0,0.0,500.0,1.0,0.4865,81.0,0.761955976486206,5905.853013650409,9.0,,,
5000,0.0,500.0,0.0,0.0,500.0,1.0,0.485,86.0,0.8480091094970703,5896.163076556283,10.0,,,
5500,1.0,500.0,1.0,1.0,500.0,1.0,0.4835,95.0,0.9432539939880371,5830.87910049152,11.0,,,
6000,0.0,500.0,0.0,0.0,500.0,1.0,0.482,104.0,1.0276899337768555,5838.336839545996,12.0,,,
6500,0.0,500.0,0.0,0.0,500.0,1.0,0.4805,106.0,1.1139888763427734,5834.887706724242,13.0,,,
7000,0.0,500.0,0.0,0.0,500.0,1.0,0.479,109.0,1.200354814529419,5831.609050315881,14.0,,,
7500,0.0,500.0,0.0,0.0,500.0,1.0,0.4775,116.0,1.2880468368530273,5822.769627169845,15.0,,,
8000,0.0,500.0,0.0,0.0,500.0,1.0,0.476,119.0,1.3713300228118896,5833.752537260237,16.0,,,
