method,n,last5_eval_mean,last5_eval_sd,last5_eval_sem,last5_eval_t_ci95_low,last5_eval_t_ci95_high,last5_eval_boot_ci95_low,last5_eval_boot_ci95_high,final_eval_mean,final_eval_sd,msg_acc_mean,msg_acc_sd
mappo-no-comm,8,0.39166666666666666,0.5250185181919248,0.18562207723101137,-0.04725979878481157,0.8305931321181449,0.09708333333333333,0.7645833333333333,1.0104166666666667,1.7208326127059486,0.0,0.0
mappo-comm,8,3.2154166666666666,2.4119023233664163,0.852736244205991,1.199015863405033,5.231817469928299,1.7395833333333335,4.84125,5.90625,5.986419402439555,0.0,0.0
mappo-intent-aux,8,7.297499999999999,4.932907237068603,1.7440460791477026,3.1734863453520337,11.421513654647965,4.16078125,10.524999999999999,7.360416666666667,5.429299828429457,0.5681108599499566,0.04351944466812918
