seed,mappo-no-comm,mappo-comm,mappo-intent-aux,comm_minus_no_comm,intent_minus_no_comm,intent_minus_comm
0,1.4766666666666668,7.266666666666666,2.2066666666666666,5.789999999999999,0.7299999999999998,-5.059999999999999
1,0.27999999999999997,0.043333333333333335,8.316666666666666,-0.23666666666666664,8.036666666666667,8.273333333333333
2,0.0,2.15,0.21000000000000002,2.15,0.21000000000000002,-1.94
3,0.0,5.746666666666667,5.783333333333333,5.746666666666667,5.783333333333333,0.03666666666666618
4,0.2533333333333333,3.616666666666667,15.73333333333333,3.3633333333333337,15.479999999999997,12.116666666666664
5,0.24333333333333335,1.2166666666666668,9.456666666666667,0.9733333333333334,9.213333333333333,8.24
6,0.0,1.7766666666666666,10.873333333333331,1.7766666666666666,10.873333333333331,9.096666666666664
7,0.8799999999999999,3.9066666666666663,5.800000000000001,3.0266666666666664,4.920000000000001,1.8933333333333344
