machine,phase,env,method,regime,delay,seed,run_name,train_last50_mean,eval_last10_mean,entropy_last100_mean,q_table_size_final,updates,eval_points_used,metrics_path
sam,headroom,rware-medium-4ag-v2,mappo-heartbeat-only,delay-only,30,7,mappo-heartbeat-only__delay-only__d30__s7,126.89,32.788333333333334,0.8668352808058262,,1000,10,matrix_results/overnight_v1/headroom/rware-medium-4ag-v2/mappo-heartbeat-only__delay-only__d30__s7/metrics.csv
sam,headroom,rware-small-4ag-v2,mappo-heartbeat-only,delay-dropout,30,4,mappo-heartbeat-only__delay-dropout__d30__s4,168.66,71.775,0.8573647635243833,,1000,10,matrix_results/overnight_v1/headroom/rware-small-4ag-v2/mappo-heartbeat-only__delay-dropout__d30__s4/metrics.csv
sam,headroom,rware-small-4ag-v2,mappo-heartbeat-only,delay-dropout,30,5,mappo-heartbeat-only__delay-dropout__d30__s5,267.34,60.58833333333333,0.3589557333756238,,1000,10,matrix_results/overnight_v1/headroom/rware-small-4ag-v2/mappo-heartbeat-only__delay-dropout__d30__s5/metrics.csv
sam,headroom,rware-small-4ag-v2,mappo-heartbeat-only,delay-dropout,30,6,mappo-heartbeat-only__delay-dropout__d30__s6,223.09,47.055,0.4996575896767899,,1000,10,matrix_results/overnight_v1/headroom/rware-small-4ag-v2/mappo-heartbeat-only__delay-dropout__d30__s6/metrics.csv
sam,headroom,rware-small-4ag-v2,mappo-heartbeat-only,delay-dropout,30,7,mappo-heartbeat-only__delay-dropout__d30__s7,216.29,70.93333333333334,0.52767204714939,,1000,10,matrix_results/overnight_v1/headroom/rware-small-4ag-v2/mappo-heartbeat-only__delay-dropout__d30__s7/metrics.csv
sam,headroom,rware-small-4ag-v2,mappo-heartbeat-only,delay-only,30,4,mappo-heartbeat-only__delay-only__d30__s4,199.15,44.55166666666666,0.9473984388075769,,1000,10,matrix_results/overnight_v1/headroom/rware-small-4ag-v2/mappo-heartbeat-only__delay-only__d30__s4/metrics.csv
sam,headroom,rware-small-4ag-v2,mappo-heartbeat-only,delay-only,30,5,mappo-heartbeat-only__delay-only__d30__s5,191.92,45.12,0.8404017373919487,,1000,10,matrix_results/overnight_v1/headroom/rware-small-4ag-v2/mappo-heartbeat-only__delay-only__d30__s5/metrics.csv
sam,headroom,rware-small-4ag-v2,mappo-heartbeat-only,delay-only,30,6,mappo-heartbeat-only__delay-only__d30__s6,192.56,46.23166666666667,0.6765775312576443,,1000,10,matrix_results/overnight_v1/headroom/rware-small-4ag-v2/mappo-heartbeat-only__delay-only__d30__s6/metrics.csv
sam,headroom,rware-small-4ag-v2,mappo-heartbeat-only,delay-only,30,7,mappo-heartbeat-only__delay-only__d30__s7,201.83,51.55499999999999,0.6563324470305816,,1000,10,matrix_results/overnight_v1/headroom/rware-small-4ag-v2/mappo-heartbeat-only__delay-only__d30__s7/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,baseline,0,4,heuristic__baseline__d0__s4,0.1,0.2,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__baseline__d0__s4/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,baseline,0,5,heuristic__baseline__d0__s5,0.1,0.2,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__baseline__d0__s5/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,baseline,0,6,heuristic__baseline__d0__s6,0.1,0.1,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__baseline__d0__s6/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,baseline,0,7,heuristic__baseline__d0__s7,0.1,0.1,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__baseline__d0__s7/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,delay-dropout,30,4,heuristic__delay-dropout__d30__s4,0.0,0.0,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__delay-dropout__d30__s4/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,delay-dropout,30,5,heuristic__delay-dropout__d30__s5,0.0,0.0,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__delay-dropout__d30__s5/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,delay-dropout,30,6,heuristic__delay-dropout__d30__s6,0.0,0.0,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__delay-dropout__d30__s6/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,delay-dropout,30,7,heuristic__delay-dropout__d30__s7,0.0,0.0,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__delay-dropout__d30__s7/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,delay-only,30,4,heuristic__delay-only__d30__s4,0.0,0.0,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__delay-only__d30__s4/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,delay-only,30,5,heuristic__delay-only__d30__s5,0.0,0.0,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__delay-only__d30__s5/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,delay-only,30,6,heuristic__delay-only__d30__s6,0.0,0.0,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__delay-only__d30__s6/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,delay-only,30,7,heuristic__delay-only__d30__s7,0.0,0.0,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__delay-only__d30__s7/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,dropout-only,0,4,heuristic__dropout-only__d0__s4,0.1,0.2,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__dropout-only__d0__s4/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,dropout-only,0,5,heuristic__dropout-only__d0__s5,0.1,0.2,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__dropout-only__d0__s5/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,dropout-only,0,6,heuristic__dropout-only__d0__s6,0.1,0.1,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__dropout-only__d0__s6/metrics.csv
sam,heuristic,rware-medium-4ag-v2,heuristic,dropout-only,0,7,heuristic__dropout-only__d0__s7,0.1,0.1,,,20,10,matrix_results/overnight_v1/heuristic/heuristic__dropout-only__d0__s7/metrics.csv
sam,hrl,rware-medium-4ag-v2,hrl-comm,delay-dropout,30,4,hrl-comm__delay-dropout__d30__s4,0.1,0.05,,723.0,600,10,matrix_results/overnight_v1/hrl/hrl-comm__delay-dropout__d30__s4/metrics.csv
sam,hrl,rware-medium-4ag-v2,hrl-comm,delay-dropout,30,5,hrl-comm__delay-dropout__d30__s5,0.08,0.06,,747.0,600,10,matrix_results/overnight_v1/hrl/hrl-comm__delay-dropout__d30__s5/metrics.csv
sam,hrl,rware-medium-4ag-v2,hrl-comm,delay-dropout,30,6,hrl-comm__delay-dropout__d30__s6,0.1,0.07,,731.0,600,10,matrix_results/overnight_v1/hrl/hrl-comm__delay-dropout__d30__s6/metrics.csv
sam,hrl,rware-medium-4ag-v2,hrl-comm,delay-dropout,30,7,hrl-comm__delay-dropout__d30__s7,0.08,0.09,,760.0,600,10,matrix_results/overnight_v1/hrl/hrl-comm__delay-dropout__d30__s7/metrics.csv
sam,hrl,rware-medium-4ag-v2,hrl-comm,delay-only,30,4,hrl-comm__delay-only__d30__s4,0.1,0.06,,704.0,600,10,matrix_results/overnight_v1/hrl/hrl-comm__delay-only__d30__s4/metrics.csv
sam,hrl,rware-medium-4ag-v2,hrl-comm,delay-only,30,5,hrl-comm__delay-only__d30__s5,0.08,0.05,,720.0,600,10,matrix_results/overnight_v1/hrl/hrl-comm__delay-only__d30__s5/metrics.csv
sam,hrl,rware-medium-4ag-v2,hrl-comm,delay-only,30,6,hrl-comm__delay-only__d30__s6,0.1,0.06999999999999999,,796.0,600,10,matrix_results/overnight_v1/hrl/hrl-comm__delay-only__d30__s6/metrics.csv
