step,train/ep_return,train/ep_length,train/ep_deliveries,train/ep_return_mean,train/ep_length_mean,train/n_episodes,train/epsilon,hrl/q_table_size,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean,eval/ep_deliveries_mean
500,0.0,500.0,0.0,0.0,500.0,1.0,0.4985,24.0,0.129180908203125,3870.540987479329,1.0,,,
1000,0.0,500.0,0.0,0.0,500.0,1.0,0.497,38.0,0.25955891609191895,3852.689844204253,2.0,,,
1500,0.0,500.0,0.0,0.0,500.0,1.0,0.4955,48.0,0.3916511535644531,3829.938929959384,3.0,,,
2000,0.0,500.0,0.0,0.0,500.0,1.0,0.494,56.0,0.5219032764434814,3832.127695440108,4.0,,,
2500,0.0,500.0,0.0,0.0,500.0,1.0,0.4925,70.0,0.6523990631103516,3832.010407987253,5.0,,,
3000,0.0,500.0,0.0,0.0,500.0,1.0,0.491,84.0,0.7851500511169434,3820.925688958744,6.0,,,
3500,0.0,500.0,0.0,0.0,500.0,1.0,0.4895,88.0,0.9292149543762207,3766.6203966223725,7.0,,,
4000,0.0,500.0,0.0,0.0,500.0,1.0,0.488,103.0,1.07501220703125,3720.887980468972,8.0,,,
4500,0.0,500.0,0.0,0.0,500.0,1.0,0.4865,111.0,1.2285282611846924,3662.919398907899,9.0,,,
5000,0.0,500.0,0.0,0.0,500.0,1.0,0.485,118.0,1.3745479583740234,3637.5595115026663,10.0,,,
5500,0.0,500.0,0.0,0.0,500.0,1.0,0.4835,127.0,1.521369218826294,3615.164505722773,11.0,,,
6000,0.0,500.0,0.0,0.0,500.0,1.0,0.482,132.0,1.6693289279937744,3594.2586864596506,12.0,,,
6500,0.0,500.0,0.0,0.0,500.0,1.0,0.4805,139.0,1.813392162322998,3584.442535404668,13.0,,,
7000,1.0,500.0,1.0,1.0,500.0,1.0,0.479,148.0,1.9821391105651855,3531.5382067225473,14.0,,,
7500,0.0,500.0,0.0,0.0,500.0,1.0,0.4775,153.0,2.1212329864501953,3535.679507111084,15.0,,,
8000,0.0,500.0,0.0,0.0,500.0,1.0,0.476,169.0,2.2642629146575928,3533.158604600376,16.0,,,
8500,0.0,500.0,0.0,0.0,500.0,1.0,0.4745,178.0,2.4119832515716553,3524.0709049125344,17.0,,,
9000,0.0,500.0,0.0,0.0,500.0,1.0,0.473,196.0,2.5575060844421387,3519.0532115442234,18.0,,,
9500,0.0,500.0,0.0,0.0,500.0,1.0,0.4715,208.0,2.7207748889923096,3491.6523371466815,19.0,,,
10000,0.0,500.0,0.0,0.0,500.0,1.0,0.47,216.0,2.9418811798095703,3399.185551282974,20.0,,,
10500,1.0,500.0,1.0,1.0,500.0,1.0,0.46849999999999997,229.0,3.116584062576294,3369.0732510902585,21.0,,,
11000,0.0,500.0,0.0,0.0,500.0,1.0,0.46699999999999997,236.0,3.2626330852508545,3371.509977547549,22.0,,,
11500,0.0,500.0,0.0,0.0,500.0,1.0,0.4655,239.0,3.4121880531311035,3370.271456594349,23.0,,,
12000,0.0,500.0,0.0,0.0,500.0,1.0,0.46399999999999997,241.0,3.5629491806030273,3367.996396167797,24.0,,,
12500,0.0,500.0,0.0,0.0,500.0,1.0,0.4625,247.0,3.7147340774536133,3364.9784182044427,25.0,,,
13000,0.0,500.0,0.0,0.0,500.0,1.0,0.461,249.0,3.8602750301361084,3367.63569914386,26.0,,,
13500,0.0,500.0,0.0,0.0,500.0,1.0,0.4595,252.0,4.0060858726501465,3369.8728457533894,27.0,,,
14000,0.0,500.0,0.0,0.0,500.0,1.0,0.458,261.0,4.151426076889038,3372.335130315317,28.0,,,
14500,0.0,500.0,0.0,0.0,500.0,1.0,0.4565,265.0,4.300019979476929,3372.077355269367,29.0,,,
15000,0.0,500.0,0.0,0.0,500.0,1.0,0.455,268.0,4.4429991245269775,3376.0978968450663,30.0,,,
15500,0.0,500.0,0.0,0.0,500.0,1.0,0.4535,273.0,4.593179225921631,3374.568950526831,31.0,,,
16000,0.0,500.0,0.0,0.0,500.0,1.0,0.452,279.0,4.743530988693237,3373.0147516982342,32.0,,,
16500,0.0,500.0,0.0,0.0,500.0,1.0,0.4505,283.0,4.891731023788452,3373.0390979717854,33.0,,,
17000,0.0,500.0,0.0,0.0,500.0,1.0,0.449,287.0,5.038135051727295,3374.26445013054,34.0,,,
17500,0.0,500.0,0.0,0.0,500.0,1.0,0.4475,291.0,5.188899040222168,3372.5844084356513,35.0,,,
18000,1.0,500.0,1.0,1.0,500.0,1.0,0.446,301.0,5.362272024154663,3356.786063615938,36.0,,,
18500,0.0,500.0,0.0,0.0,500.0,1.0,0.4445,304.0,5.511296033859253,3356.7422047996,37.0,,,
19000,0.0,500.0,0.0,0.0,500.0,1.0,0.443,310.0,5.66080904006958,3356.410694215267,38.0,,,
19500,0.0,500.0,0.0,0.0,500.0,1.0,0.4415,315.0,5.807918071746826,3357.4853775675,39.0,,,
20000,0.0,500.0,0.0,0.0,500.0,1.0,0.44,319.0,5.960561037063599,3355.3888427007482,40.0,,,
20500,0.0,500.0,0.0,0.0,500.0,1.0,0.4385,319.0,6.119146108627319,3350.1406300949843,41.0,,,
21000,0.0,500.0,0.0,0.0,500.0,1.0,0.437,323.0,6.271397113800049,3348.5361585204096,42.0,,,
21500,0.0,500.0,0.0,0.0,500.0,1.0,0.4355,328.0,6.417878150939941,3350.016858274441,43.0,,,
22000,0.0,500.0,0.0,0.0,500.0,1.0,0.434,328.0,6.571746110916138,3347.6643237109292,44.0,,,
22500,0.0,500.0,0.0,0.0,500.0,1.0,0.4325,332.0,6.7207581996917725,3347.836558237119,45.0,,,
23000,0.0,500.0,0.0,0.0,500.0,1.0,0.431,338.0,6.872338056564331,3346.7503796660326,46.0,,,
23500,0.0,500.0,0.0,0.0,500.0,1.0,0.4295,339.0,7.023851156234741,3345.7428805478257,47.0,,,
24000,0.0,500.0,0.0,0.0,500.0,1.0,0.428,342.0,7.173931121826172,3345.4461148897453,48.0,,,
24500,0.0,500.0,0.0,0.0,500.0,1.0,0.4265,345.0,7.327675104141235,3343.488849028504,49.0,,,
25000,0.0,500.0,0.0,0.0,500.0,1.0,0.425,348.0,7.4821062088012695,3341.3051488887277,50.0,0.1,500.0,0.1
25500,0.0,500.0,0.0,0.0,500.0,1.0,0.4085,387.0,9.155594110488892,2785.182446083594,51.0,,,
26000,0.0,500.0,0.0,0.0,500.0,1.0,0.40700000000000003,390.0,9.309469938278198,2792.855036041799,52.0,,,
26500,0.0,500.0,0.0,0.0,500.0,1.0,0.40549999999999997,395.0,9.460066080093384,2801.2489316288593,53.0,,,
27000,0.0,500.0,0.0,0.0,500.0,1.0,0.404,395.0,9.613992929458618,2808.4064756557314,54.0,,,
27500,0.0,500.0,0.0,0.0,500.0,1.0,0.40249999999999997,398.0,9.762280941009521,2816.9646178156613,55.0,,,
28000,0.0,500.0,0.0,0.0,500.0,1.0,0.401,400.0,9.914277076721191,2824.209953315128,56.0,,,
