step,train/ep_return,train/ep_length,train/ep_deliveries,train/ep_return_mean,train/ep_length_mean,train/n_episodes,train/epsilon,hrl/q_table_size,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean,eval/ep_deliveries_mean
500,0.0,500.0,0.0,0.0,500.0,1.0,0.4985,8.0,0.13293719291687012,3761.174649690896,1.0,,,
1000,1.0,500.0,1.0,1.0,500.0,1.0,0.497,27.0,0.29258108139038086,3417.8559845629065,2.0,,,
1500,0.0,500.0,0.0,0.0,500.0,1.0,0.4955,41.0,0.4305901527404785,3483.5910446471976,3.0,,,
2000,0.0,500.0,0.0,0.0,500.0,1.0,0.494,51.0,0.5696091651916504,3511.179458158966,4.0,,,
2500,0.0,500.0,0.0,0.0,500.0,1.0,0.4925,56.0,0.710205078125,3520.1100034376072,5.0,,,
3000,0.0,500.0,0.0,0.0,500.0,1.0,0.491,68.0,0.8495810031890869,3531.1524018767464,6.0,,,
3500,0.0,500.0,0.0,0.0,500.0,1.0,0.4895,77.0,1.0037450790405273,3486.941129859012,7.0,,,
4000,0.0,500.0,0.0,0.0,500.0,1.0,0.488,83.0,1.1592092514038086,3450.628085616103,8.0,,,
4500,0.0,500.0,0.0,0.0,500.0,1.0,0.4865,86.0,1.3147480487823486,3422.709015744626,9.0,,,
5000,0.0,500.0,0.0,0.0,500.0,1.0,0.485,88.0,1.471588134765625,3397.689803197777,10.0,,,
5500,0.0,500.0,0.0,0.0,500.0,1.0,0.4835,91.0,1.628277063369751,3377.803522342594,11.0,,,
6000,0.0,500.0,0.0,0.0,500.0,1.0,0.482,100.0,1.7862188816070557,3359.0508205813044,12.0,,,
6500,0.0,500.0,0.0,0.0,500.0,1.0,0.4805,102.0,1.945735216140747,3340.639541331,13.0,,,
7000,0.0,500.0,0.0,0.0,500.0,1.0,0.479,113.0,2.099457025527954,3334.1954204753,14.0,,,
7500,1.0,500.0,1.0,1.0,500.0,1.0,0.4775,126.0,2.2816879749298096,3287.0401572900073,15.0,,,
8000,0.0,500.0,0.0,0.0,500.0,1.0,0.476,132.0,2.4315011501312256,3290.1485568157136,16.0,,,
8500,0.0,500.0,0.0,0.0,500.0,1.0,0.4745,134.0,2.588712215423584,3283.485877401466,17.0,,,
9000,0.0,500.0,0.0,0.0,500.0,1.0,0.473,138.0,2.747965097427368,3275.150768263308,18.0,,,
9500,0.0,500.0,0.0,0.0,500.0,1.0,0.4715,145.0,2.9067370891571045,3268.269440479328,19.0,,,
10000,0.0,500.0,0.0,0.0,500.0,1.0,0.47,150.0,3.055521011352539,3272.7642725564037,20.0,,,
10500,0.0,500.0,0.0,0.0,500.0,1.0,0.46849999999999997,154.0,3.2145681381225586,3266.379665584702,21.0,,,
11000,1.0,500.0,1.0,1.0,500.0,1.0,0.46699999999999997,163.0,3.390277147293091,3244.5725001517244,22.0,,,
11500,0.0,500.0,0.0,0.0,500.0,1.0,0.4655,166.0,3.558896064758301,3231.3390980641107,23.0,,,
12000,0.0,500.0,0.0,0.0,500.0,1.0,0.46399999999999997,170.0,3.7190561294555664,3226.6251388243186,24.0,,,
12500,0.0,500.0,0.0,0.0,500.0,1.0,0.4625,174.0,3.8734400272369385,3227.1055991840644,25.0,,,
13000,0.0,500.0,0.0,0.0,500.0,1.0,0.461,177.0,4.031038999557495,3224.9750005958927,26.0,,,
13500,0.0,500.0,0.0,0.0,500.0,1.0,0.4595,182.0,4.185225963592529,3225.6322878231936,27.0,,,
14000,0.0,500.0,0.0,0.0,500.0,1.0,0.458,185.0,4.33899998664856,3226.549906217813,28.0,,,
14500,0.0,500.0,0.0,0.0,500.0,1.0,0.4565,190.0,4.490339994430542,3229.1541437807914,29.0,,,
15000,0.0,500.0,0.0,0.0,500.0,1.0,0.455,196.0,4.648163080215454,3227.0812665429785,30.0,,,
15500,0.0,500.0,0.0,0.0,500.0,1.0,0.4535,200.0,4.8028059005737305,3227.2801193461537,31.0,,,
16000,0.0,500.0,0.0,0.0,500.0,1.0,0.452,202.0,4.962066173553467,3224.463245830109,32.0,,,
16500,0.0,500.0,0.0,0.0,500.0,1.0,0.4505,204.0,5.119103908538818,3223.220371142986,33.0,,,
