step,train/ep_return_mean,train/ep_length_mean,train/n_episodes,loss/policy,loss/value,loss/entropy,loss/approx_kl,loss/clip_frac,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean
512,0.5,500.0,1.0,-0.002407047781161964,0.09639451379189268,1.6076027229428291,0.00591870816424489,0.072265625,0.286700963973999,1785.8328514250597,1.0,,
1024,5.5,500.0,1.0,-0.007176281185820699,0.03580482432153076,1.6073349714279175,0.007895335787907243,0.064453125,0.5281462669372559,1938.856835887949,2.0,,
1536,0.0,500.0,1.0,-0.006472053122706711,0.005616771610220894,1.6018943563103676,6.072153337299824e-05,0.04541015625,0.8302130699157715,1850.1274620451754,3.0,,
2048,0.0,500.0,1.0,-0.0030762605601921678,0.013244602712802589,1.5945764929056168,0.006117049138993025,0.01806640625,1.0574851036071777,1936.670306762796,4.0,,
2560,2.0,500.0,1.0,-0.006959373829886317,0.010590225516352803,1.5936047732830048,0.0031247881706804037,0.0673828125,1.2967569828033447,1974.1555541623238,5.0,,
3072,0.0,500.0,1.0,-0.003825636231340468,0.0031592430532327853,1.5921547636389732,0.003455797443166375,0.01513671875,1.540135145187378,1994.630152814447,6.0,,
3584,0.5,500.0,1.0,-0.01241236343048513,0.005395536238211207,1.593712069094181,0.0007819235324859619,0.111328125,1.8014800548553467,1989.4752597123725,7.0,,
4096,0.5,500.0,1.0,-0.0049696649657562375,0.005629074235912412,1.587103709578514,0.009253088850528002,0.0673828125,2.0363800525665283,2011.4123563711269,8.0,,
4608,0.0,500.0,1.0,-0.0070457966066896915,0.00741949598887004,1.5822471156716347,0.004428469110280275,0.0693359375,2.271214008331299,2028.870895959989,9.0,,
5120,0.5,500.0,1.0,-0.010286013362929225,0.00227355017705122,1.579874448478222,0.011340605327859521,0.1279296875,2.501434087753296,2046.8258688353496,10.0,,
5632,0.0,500.0,1.0,-0.0044193321373313665,0.003060132745304145,1.5825833678245544,0.004083108622580767,0.0087890625,2.7489640712738037,2048.771775103727,11.0,,
6144,1.0,500.0,1.0,-0.002470080100465566,0.003191538380633574,1.5855738520622253,0.003252550261095166,0.005859375,2.9951391220092773,2051.323744814338,12.0,,
6656,0.0,500.0,1.0,-0.005227669491432607,0.0013596428543678485,1.5888936519622803,-0.0012245115358382463,0.0263671875,3.2448301315307617,2051.2630030527994,13.0,,
7168,0.0,500.0,1.0,-0.007128249621018767,0.0024243133739219047,1.590195819735527,0.011049539316445589,0.083984375,3.505383253097534,2044.854865346319,14.0,,
7680,0.5,500.0,1.0,-0.006261721719056368,0.011821810505352914,1.5899205207824707,0.006044998066499829,0.0615234375,3.7465641498565674,2049.878153105698,15.0,,
8192,2.5,500.0,1.0,-0.007747188559733331,0.002448914252454415,1.5684760138392448,0.010670476127415895,0.10986328125,3.995986223220825,2050.057117913966,16.0,,
8704,0.0,500.0,1.0,-0.00754763325676322,0.012844673241488636,1.5912939682602882,0.007296079536899924,0.09814453125,4.232210159301758,2056.608644745565,17.0,,
9216,2.0,500.0,1.0,-0.00660949235316366,0.0014269859275373165,1.589093692600727,0.010374705772846937,0.09326171875,4.504642963409424,2045.8891137122878,18.0,,
9728,0.0,500.0,1.0,-0.010629640542902052,0.001427688457624754,1.5941338539123535,0.01310794916935265,0.1083984375,4.764724254608154,2041.671139854875,19.0,,
10240,0.0,500.0,1.0,-0.008493252098560333,0.0015648357330064755,1.59040018171072,-0.004437415162101388,0.091796875,5.004899978637695,2045.994933706401,20.0,,
10752,0.0,500.0,1.0,-0.007494285091524944,0.0026648895218386315,1.5836391374468803,0.01147147361189127,0.04443359375,5.27020001411438,2040.1502734629698,21.0,,
11264,0.5,500.0,1.0,-0.007450150791555643,0.007153499173000455,1.5840816050767899,0.0031115429010242224,0.05322265625,5.515769004821777,2042.144982894177,22.0,,
11776,2.5,500.0,1.0,-0.01178011589217931,0.012392812524922192,1.5833362489938736,0.017104213358834386,0.1728515625,5.7600109577178955,2044.4405551383927,23.0,,
12288,1.0,500.0,1.0,-0.011506288836244494,0.0011486051516840234,1.5778571367263794,0.008650935487821698,0.12255859375,6.007252931594849,2045.5273217100405,24.0,,
12800,0.0,500.0,1.0,-0.007144337461795658,0.0012746062493533827,1.573818415403366,0.003110600635409355,0.05712890625,6.2639689445495605,2043.4328639412568,25.0,12.5,500.0
13312,2.5,500.0,1.0,-0.005224832915700972,0.013014240365009755,1.578923225402832,0.0036588688381016254,0.02783203125,14.789304971694946,900.109912228983,26.0,,
