step,train/ep_return,train/ep_length,train/ep_deliveries,train/ep_return_mean,train/ep_length_mean,train/n_episodes,train/epsilon,hrl/q_table_size,time/elapsed_s,time/sps,time/update,eval/ep_return_mean,eval/ep_length_mean,eval/ep_deliveries_mean
500,0.0,500.0,0.0,0.0,500.0,1.0,0.4985,12.0,0.07760095596313477,6443.219594324724,1.0,,,
1000,0.0,500.0,0.0,0.0,500.0,1.0,0.497,31.0,0.15665984153747559,6383.256807781104,2.0,,,
1500,0.0,500.0,0.0,0.0,500.0,1.0,0.4955,38.0,0.23931002616882324,6268.019873692265,3.0,,,
2000,0.0,500.0,0.0,0.0,500.0,1.0,0.494,50.0,0.32088708877563477,6232.7219447536145,4.0,,,
2500,0.0,500.0,0.0,0.0,500.0,1.0,0.4925,57.0,0.40094995498657227,6235.192120382516,5.0,,,
3000,0.0,500.0,0.0,0.0,500.0,1.0,0.491,69.0,0.48268890380859375,6215.183270899521,6.0,,,
3500,0.0,500.0,0.0,0.0,500.0,1.0,0.4895,83.0,0.5669879913330078,6172.9702454039325,7.0,,,
4000,0.0,500.0,0.0,0.0,500.0,1.0,0.488,91.0,0.6528909206390381,6126.597680489829,8.0,,,
4500,0.0,500.0,0.0,0.0,500.0,1.0,0.4865,98.0,0.738753080368042,6091.345159275856,9.0,,,
5000,0.0,500.0,0.0,0.0,500.0,1.0,0.485,102.0,0.8231091499328613,6074.528512297349,10.0,,,
5500,1.0,500.0,1.0,1.0,500.0,1.0,0.4835,111.0,0.9207329750061035,5973.501709291492,11.0,,,
6000,0.0,500.0,0.0,0.0,500.0,1.0,0.482,128.0,1.0032110214233398,5980.795537400791,12.0,,,
6500,0.0,500.0,0.0,0.0,500.0,1.0,0.4805,134.0,1.0888230800628662,5969.748546866498,13.0,,,
7000,0.0,500.0,0.0,0.0,500.0,1.0,0.479,138.0,1.1739239692687988,5962.907465259514,14.0,,,
7500,0.0,500.0,0.0,0.0,500.0,1.0,0.4775,143.0,1.2599358558654785,5952.683991875189,15.0,,,
8000,0.0,500.0,0.0,0.0,500.0,1.0,0.476,147.0,1.3410038948059082,5965.679914119779,16.0,,,
8500,0.0,500.0,0.0,0.0,500.0,1.0,0.4745,150.0,1.4264569282531738,5958.819948674526,17.0,,,
9000,1.0,500.0,1.0,1.0,500.0,1.0,0.473,161.0,1.5249629020690918,5901.782914055594,18.0,,,
9500,0.0,500.0,0.0,0.0,500.0,1.0,0.4715,168.0,1.6072959899902344,5910.547938377996,19.0,,,
10000,0.0,500.0,0.0,0.0,500.0,1.0,0.47,176.0,1.6930170059204102,5906.615211206039,20.0,,,
10500,0.0,500.0,0.0,0.0,500.0,1.0,0.46849999999999997,182.0,1.778554916381836,5903.669267272581,21.0,,,
11000,0.0,500.0,0.0,0.0,500.0,1.0,0.46699999999999997,187.0,1.8620059490203857,5907.607333793523,22.0,,,
11500,0.0,500.0,0.0,0.0,500.0,1.0,0.4655,188.0,1.946746826171875,5907.2909971626095,23.0,,,
12000,0.0,500.0,0.0,0.0,500.0,1.0,0.46399999999999997,192.0,2.0305910110473633,5909.609534718906,24.0,,,
12500,0.0,500.0,0.0,0.0,500.0,1.0,0.4625,195.0,2.1128928661346436,5916.059541091489,25.0,,,
13000,0.0,500.0,0.0,0.0,500.0,1.0,0.461,197.0,2.197492837905884,5915.832705233497,26.0,,,
13500,0.0,500.0,0.0,0.0,500.0,1.0,0.4595,200.0,2.2810728549957275,5918.267788086622,27.0,,,
14000,0.0,500.0,0.0,0.0,500.0,1.0,0.458,206.0,2.362217903137207,5926.63360200891,28.0,,,
14500,0.0,500.0,0.0,0.0,500.0,1.0,0.4565,210.0,2.446661949157715,5926.441944704194,29.0,,,
15000,0.0,500.0,0.0,0.0,500.0,1.0,0.455,216.0,2.5317471027374268,5924.762383960624,30.0,,,
15500,0.0,500.0,0.0,0.0,500.0,1.0,0.4535,218.0,2.614419937133789,5928.657359074757,31.0,,,
16000,0.0,500.0,0.0,0.0,500.0,1.0,0.452,221.0,2.6998398303985596,5926.277485001036,32.0,,,
16500,1.0,500.0,1.0,1.0,500.0,1.0,0.4505,232.0,2.7982850074768066,5896.46871419932,33.0,,,
17000,0.0,500.0,0.0,0.0,500.0,1.0,0.449,238.0,2.8848278522491455,5892.89928920577,34.0,,,
17500,0.0,500.0,0.0,0.0,500.0,1.0,0.4475,247.0,2.970266103744507,5891.728009803022,35.0,,,
18000,0.0,500.0,0.0,0.0,500.0,1.0,0.446,251.0,3.05531907081604,5891.365053140722,36.0,,,
18500,0.0,500.0,0.0,0.0,500.0,1.0,0.4445,255.0,3.1409757137298584,5889.889539461465,37.0,,,
19000,0.0,500.0,0.0,0.0,500.0,1.0,0.443,259.0,3.227524995803833,5886.863780978386,38.0,,,
19500,0.0,500.0,0.0,0.0,500.0,1.0,0.4415,263.0,3.3131179809570312,5885.6944159794775,39.0,,,
20000,0.0,500.0,0.0,0.0,500.0,1.0,0.44,267.0,3.394115924835205,5892.5506502760545,40.0,,,
20500,0.0,500.0,0.0,0.0,500.0,1.0,0.4385,270.0,3.479904890060425,5890.96560039721,41.0,,,
21000,0.0,500.0,0.0,0.0,500.0,1.0,0.437,277.0,3.562346935272217,5894.990123525205,42.0,,,
21500,0.0,500.0,0.0,0.0,500.0,1.0,0.4355,279.0,3.6462409496307373,5896.483610655887,43.0,,,
22000,0.0,500.0,0.0,0.0,500.0,1.0,0.434,287.0,3.7301559448242188,5897.876744409606,44.0,,,
22500,0.0,500.0,0.0,0.0,500.0,1.0,0.4325,291.0,3.812875986099243,5901.057386085769,45.0,,,
23000,0.0,500.0,0.0,0.0,500.0,1.0,0.431,291.0,3.8967947959899902,5902.286675107508,46.0,,,
